,P_2,D_39,B_1,B_2,R_1,S_3,D_41,B_3,D_42,D_43,D_44,B_4,D_45,B_5,R_2,D_46,D_47,D_48,D_49,B_6,B_7,B_8,D_50,D_51,B_9,R_3,D_52,P_3,B_10,D_53,S_5,B_11,S_6,D_54,R_4,S_7,B_12,S_8,D_55,D_56,B_13,R_5,D_58,S_9,B_14,D_59,D_60,D_61,B_15,S_11,D_62,D_63,D_64,D_65,B_16,B_17,B_18,B_19,D_66,B_20,D_68,S_12,R_6,S_13,B_21,D_69,B_22,D_70,D_71,D_72,S_15,B_23,D_73,P_4,D_74,D_75,D_76,B_24,R_7,D_77,B_25,B_26,D_78,D_79,R_8,R_9,S_16,D_80,R_10,R_11,B_27,D_81,D_82,S_17,R_12,B_28,R_13,D_83,R_14,R_15,D_84,R_16,B_29,B_30,S_18,D_86,D_87,R_17,R_18,D_88,B_31,S_19,R_19,B_32,S_20,R_20,R_21,B_33,D_89,R_22,R_23,D_91,D_92,D_93,D_94,R_24,R_25,D_96,S_22,S_23,S_24,S_25,S_26,D_102,D_103,D_104,D_105,D_106,D_107,B_36,B_37,R_26,R_27,B_38,D_108,D_109,D_110,D_111,B_39,D_112,B_40,S_27,D_113,D_114,D_115,D_116,D_117,D_118,D_119,D_120,D_121,D_122,D_123,D_124,D_125,D_126,D_127,D_128,D_129,B_41,B_42,D_130,D_131,D_132,D_133,R_28,D_134,D_135,D_136,D_137,D_138,D_139,D_140,D_141,D_142,D_143,D_144,D_145,default
D_78,-0.431467158,0.198784664,0.188361435,-0.306383348,0.591148178,0.167273057,0.252099907,0.288269662,0.255140753,0.202814015,0.579485807,0.316979794,-0.121216188,-0.041875936,0.40892152,0.096263188,-0.114386481,0.442516778,-0.030037415,-0.039753858,0.304053032,0.144555423,-0.037686063,-0.12768044,0.356072861,0.163211441,-0.150893188,-0.294762504,-0.023865391,0.386517301,0.009203274,0.174532826,-0.071951944,-0.14559384,0.447013993,0.166341252,-0.014749837,-0.104456753,0.413634687,-0.065928742,-0.021855845,0.468688132,0.396225474,0.016898469,0.032675317,0.100988221,-0.125906374,0.372776245,-0.002679385,-0.046037162,-0.194564576,0.022772704,0.06857368,0.062984789,0.250598587,0.222135576,-0.314866859,0.255737934,-0.005540106,0.259531746,-0.054422594,-0.003989701,0.216332417,-0.096426522,0.042598429,0.011851628,0.24756868,0.298113321,-0.044126636,0.243700348,0.128187815,0.309211624,-0.022174364,0.067644638,0.419600844,0.421310679,-0.076221936,0.140535374,0.147903241,-0.198652679,0.082947119,0.013848215,1,0.142776022,0.45510507,0.026767931,0.03800632,0.040751144,0.738461773,0.066481325,0.001912705,0.322621497,0.005848251,0.023803474,-0.147721057,0.223836033,0.379537696,0.052655543,0.052382756,0.241005938,0.42680917,0.128588029,0.038094624,0.261721848,-0.01352849,-0.033996657,,0.307708219,0.012808321,0.131917942,-0.115608702,0.005331274,0.128713377,0.091995095,0.092315241,0.282304128,0.102758183,-0.29210313,0.383311421,0.125383296,0.012109782,-0.062768153,-0.079973473,-0.017787114,-0.038225919,0.266704831,0.116802969,-0.034920938,0.081511247,0.123424535,0.079959665,-0.346253741,-0.024546298,0.02769074,0.07512944,0.075162262,0.019747025,-0.002195059,0.076332885,-0.005144506,0.189595294,0.172606023,-0.182746448,0.264499539,0.013027472,-0.009075721,0.057055789,0.034456264,-0.007738088,-0.200169555,0.022655131,-0.072672995,0.067050271,-0.069535736,-0.07822304,-0.001483396,-0.049012596,-0.073843232,-0.073101536,0.090546697,-0.064073184,-0.061774903,0.029703489,0.045394015,0.036323565,-0.005515546,-0.10297171,-0.07444602,-0.046794405,0.09088499,-0.06439635,0.124019572,0.135726005,0.005272915,0.108110538,-0.000713816,-0.103219084,0.008900974,0.036683472,-0.01358864,-0.020481115,0.09325352,0.08844853,0.091716378,-0.006845519,0.093270087,0.006377786,0.08708389,0.344117318
D_79,-0.218958853,0.076359191,0.138123401,-0.20829702,0.189674686,0.121956223,0.061758305,0.161082742,0.170522976,0.199860989,0.236805882,0.164443246,-0.124212545,-0.037519571,0.108191456,0.099898349,-0.09596766,0.238628534,0.178946947,-0.029604788,0.169143934,0.139516331,-0.043777341,-0.112906557,0.190938835,0.188926828,-0.107296753,-0.101951252,-0.020069151,0.089343987,0.020758042,0.130725726,-0.035361567,-0.026663161,0.118383797,0.12334026,-0.015318014,-0.063561035,0.217766964,-0.088057056,-0.019151946,0.105623227,0.266977247,0.020932504,0.028821724,0.098071626,-0.09623159,0.224345312,0.00015313,-0.031227428,-0.164760482,0.026442985,0.024739687,0.012811179,0.166055384,0.133436966,-0.242006272,0.146424627,-0.000398364,0.140373827,-0.06446446,-0.002724298,0.063188414,-0.037979281,0.03961823,-0.001204822,0.16143597,0.2179042,-0.045211445,0.052272829,0.087651884,0.170519162,-0.037475095,0.091575939,0.253172289,0.260573263,-0.079970381,0.046409778,0.048497693,-0.164104872,0.068231216,0.001170937,0.142776022,1,0.114181292,-0.043767704,0.035513689,0.089712596,0.179512174,0.208748284,0.000667132,0.064594172,0.015046914,0.024852273,-0.056163374,0.128671662,0.075454888,0.02495437,0.008912433,0.070105811,0.084790226,0.14604622,0.022953808,0.160182495,-0.021266606,-0.023638348,,0.06196881,0.002081332,-0.017096674,-0.039140383,0.011861756,0.05239432,0.033002981,0.07641066,0.05028645,0.087024269,-0.204684344,0.081292696,0.02070074,0.010983528,-0.044450718,-0.07698551,-0.019841291,-0.041769605,0.056420178,0.039914851,-0.025298914,0.057038646,0.035720422,0.057361335,-0.108698798,-0.020791308,0.063403396,0.131923973,0.131568953,0.01313894,0.048927351,0.136128571,0.020259726,0.136966906,0.159634286,-0.19278584,0.156061101,0.016034905,-0.011093592,0.043603695,0.09427363,-0.030708369,-0.059474295,0.00485561,0.016510534,0.062770236,-0.053504468,-0.073095157,-0.043762535,-0.054173423,-0.067913557,-0.06664672,0.068824866,-0.035631997,-0.03589099,0.027394283,0.087435169,0.026472041,-0.00857698,-0.095667228,-0.015490313,0.011986778,0.026317268,-0.076487488,0.605592711,0.883812672,0.163557574,0.680861524,0.025335931,-0.026350538,0.010123246,0.078085066,-0.014907617,-0.067467547,0.105435581,0.064380246,0.105260329,0.022058306,0.10545509,0.036489035,0.071409213,0.233779232
R_8,-0.344550185,0.263035135,0.124276779,-0.208118453,0.581299336,0.127492563,0.297613099,0.173055846,0.144426473,0.151536541,0.324231129,0.207338459,-0.082353055,-0.03017778,0.624590864,0.039862222,-0.065005649,0.270647527,-0.011005309,-0.024437803,0.21081234,0.108294973,-0.029929238,-0.100661983,0.217110954,0.119009383,-0.092485581,-0.378988382,-0.01688993,0.564359923,-0.000750973,0.114017122,-0.031613628,-0.202022789,0.744773305,0.126437179,-0.011516563,-0.088436768,0.236086356,-0.053611584,-0.017207355,0.887948367,0.278338955,0.023149033,0.011679607,0.079426068,-0.090788727,0.228283729,-0.005636604,-0.040078048,-0.134723182,0.013516057,0.043992155,0.048058674,0.165322956,0.146361543,-0.213493259,0.142958951,-0.011881403,0.167054788,-0.019656203,-0.01982488,0.416121445,-0.075716175,0.03273758,0.003710839,0.126763868,0.250055609,-0.028856815,0.29299196,0.099750899,0.213284049,-0.025720982,0.040708056,0.305540603,0.302606444,-0.055840796,0.114668536,0.317059505,-0.144132711,0.039741707,0.013610789,0.45510507,0.114181292,1,0.015411947,0.024412994,0.040495035,0.446319919,0.035351038,0.004416451,0.441853657,0.016169419,0.003407311,-0.12180395,0.141416884,0.647897899,0.045444733,0.082288423,0.34004585,0.628149496,0.08376086,0.01938228,0.136811733,-0.008346343,-0.026411761,,0.435893749,0.015647044,0.183488352,-0.117123222,0.002412056,0.066647627,0.06584193,0.055831475,0.376570203,0.068231247,-0.199110754,0.552389881,0.099848524,0.007741113,-0.051530164,-0.056168025,-0.009550763,-0.026340555,0.338571945,0.103657268,-0.026013099,0.04583011,0.073866871,0.043602187,-0.210841018,-0.018497382,0.040443995,0.077819032,0.077909869,0.03178328,-0.005407554,0.08711125,-0.00254153,0.124862796,0.115405597,-0.143852658,0.175059332,0.007854505,-0.006469447,0.026193571,0.043627485,-0.012780491,-0.224706753,0.007169768,-0.055299693,0.034406849,-0.018628738,-0.046885817,0.013386439,-0.036790866,-0.039828045,-0.039220156,0.080369851,-0.020911742,-0.029315343,0.019450013,0.047856632,0.023978214,0.012100035,-0.067610052,-0.021770116,-0.002636585,0.074747944,-0.046595359,0.10420379,0.111333236,0.015418985,0.087489193,-0.001485607,-0.062974521,-0.016468454,-0.000595316,-0.002657654,0.012064358,0.058063685,0.054442218,0.057286168,0.005024893,0.058064486,0.003964055,0.053922671,0.283918753
R_9,-0.190999968,0.002657589,-0.032935826,0.021107373,0.056083313,0.005734717,0.025987826,0.007904792,0.064773188,-0.00489405,-0.011857577,-0.01977936,0.100885935,-0.025193144,0.133592628,-0.07911443,0.076688978,0.062065659,-0.052887916,0.010807,0.03008578,-0.11076771,-0.024373772,-0.018991669,-0.02199434,-0.053554512,0.06024664,-0.022585229,-0.002903885,0.142684712,-0.027918334,-0.034083555,0.064716663,-0.030978994,0.044615535,-0.015088824,-0.015726087,-0.067149149,-0.008314312,-0.009821153,-0.024285433,0.030172871,-0.025518213,-0.020050438,-0.037893421,0.003734611,0.037708482,0.030573473,-0.020562823,-0.007169208,-0.02218476,-0.010980361,0.01329022,0.011450447,0.018113203,0.022590488,0.045489312,-0.002128023,-0.003275961,0.035263298,0.041924182,-0.023051403,0.042071332,-0.055585997,-0.016744798,0.02712597,-0.010881766,-0.031514422,0.009179793,0.307209433,0.033223363,0.027317376,-0.044113903,-0.117506072,-0.011715705,-0.015266833,-0.00081544,0.029794751,0.012892075,-0.00981052,-0.042487568,-0.006503511,0.026767931,-0.043767704,0.015411947,1,-0.014949792,-0.058111388,-0.01337236,-0.079584514,-0.006619174,0.090102061,-0.047366509,-0.006058009,-0.026921395,-0.031641882,0.030495108,-0.03499214,0.029854886,-0.036151281,0.14976061,-0.031451976,-0.023028101,-0.01952553,-0.009114921,-0.010642422,,0.041571894,-0.006321894,0.073963853,-0.024991858,-0.011655287,-0.009611736,0.033505154,-0.022158281,0.181478824,-0.027674285,0.030951683,0.039179307,0.052817998,-0.005045371,-0.005953535,-0.005414088,0.00208012,0.015676724,0.156703498,0.024532353,-0.026170355,-0.04397194,0.007918361,-0.047568486,-0.019385829,-0.019845001,-0.038248629,-0.074889711,-0.074069316,0.047113989,-0.025061549,-0.065635471,-0.014484681,-0.031899078,0.043192016,0.005869358,-0.015196062,-0.021000358,0.006234253,0.078871039,0.114681085,0.076357304,-0.020064206,0.03435336,-0.049130906,-0.030344384,0.008213746,0.039374998,0.038527671,-0.004166637,0.044017514,0.042884654,-0.049446433,0.048101997,-0.019425615,-0.023895308,-0.012965441,-0.018289879,0.036953101,-0.008340813,-0.016453618,-0.043953346,0.022052399,-0.082304003,-0.038282144,-0.054532858,0.033616144,-0.032116288,-0.015815329,-0.038156906,-0.008524547,0.002347467,-0.017554183,-0.00439104,-0.016618465,-0.003181136,-0.016470143,0.010437262,-0.016786377,-0.019632685,-0.004845444,-0.013655245
S_16,-0.063305017,0.03691227,0.079678112,-0.07040231,0.224435632,0.181278697,0.023042594,0.046985178,0.017334701,0.04528567,0.042199258,0.043639975,-0.039792786,-0.000712588,0.027100958,0.055190265,-0.029875445,0.065146315,0.010190981,-0.00650693,0.04464662,0.047579046,-0.007945613,-0.023439568,0.067902561,0.051789046,-0.02226599,-0.071703925,-0.003705976,0.02242419,0.037245848,0.077958096,-0.019738001,-0.007118763,0.029544228,0.16494879,0.001345555,-0.007143568,0.036334253,-0.013578996,0.007856838,0.020126735,0.032240651,0.00830394,0.032495968,0.020205414,0.021506998,0.053559649,0.006708525,-0.004336915,-0.039222618,0.01714325,-0.003540008,0.007458166,0.036379026,0.053426278,-0.065996509,0.043833092,-0.0101009,0.029997547,-0.03518591,0.026588863,0.013287081,0.024507975,0.691762597,0.001423198,0.055757439,0.03010512,-0.011055091,0.006514187,0.040445135,0.042869804,0.005863252,0.059206575,0.025354276,0.033829254,-0.017046039,0.041256702,0.014502489,-0.04230485,0.062850035,0.005222987,0.03800632,0.035513689,0.024412994,-0.014949792,1,0.028489812,0.052422487,0.034920042,0.003844331,0.007970556,-0.003407037,0.008546804,-0.028834455,0.036537407,0.0122048,0.008931483,0.00216051,0.050628464,0.013826926,0.04189664,0.012373394,0.060545028,0.005342999,-0.002840944,,0.008882216,0.00084155,-0.014855324,-0.02818638,0.236102314,0.017332467,-0.006871141,0.43905439,0.007868405,0.518031485,-0.069183722,0.012198641,0.004464845,0.006984895,-0.008919704,-0.011335516,-0.005416705,-0.008949174,0.010287857,0.034263979,0.00823912,0.034940431,0.012101978,0.034430935,-0.029509004,0.003151628,0.001467004,0.014620262,0.014475284,-0.005604012,0.00268305,0.014980093,0.010060786,0.079774828,0.028933931,-0.029862872,0.038322991,0.001855667,-0.001472437,0.021640752,-0.007813127,0.0074009,-0.016811281,0.001262099,0.057322001,0.015741432,-0.032744549,-0.018063677,-0.034865171,-0.023778576,-0.016477683,-0.016187669,0.005721674,-0.008835486,-0.019929048,0.009894,0.01469964,0.012208707,-0.020619791,-0.021395723,-0.018835099,-0.013596281,0.032664914,-0.010800164,0.031387996,0.033897281,-0.022489523,0.015973868,0.021227032,0.040208143,-0.005855286,-0.023619136,0.014825109,0.041882975,0.001390813,0.009035059,0.001340578,-0.003002304,0.001409198,-0.005193193,0.000603616,0.095960188
D_80,-0.052939194,0.045438614,0.058750638,-0.054197615,0.088821619,-0.005309958,0.009543998,0.043934125,-0.056470836,0.140856772,0.222527255,0.297181199,-0.001426262,0.038913951,-0.003718931,0.27696694,0.052175746,0.136020999,0.160431772,-0.019446752,0.121652368,-0.01150234,0.002291339,0.013234262,0.021544709,0.120038565,0.103839199,-0.065393929,-0.022666782,0.055472038,0.069825405,0.068157801,-0.028060585,0.007966633,0.011449565,-0.018376519,0.034823103,0.020603524,0.249513984,0.050997735,0.058333928,0.03779984,0.3325397,0.051686818,0.121454367,0.005442198,-0.225010269,0.213223455,0.069392258,0.054337067,0.051653687,0.073424473,0.000194793,-0.015290426,0.085776657,-0.027294377,-0.237743583,0.040219059,0.008578234,0.026753858,0.047701616,0.035833635,0.016847244,0.063490942,0.001985024,0.002834607,0.07475951,0.227971226,0.010108647,-0.022695418,-0.020950285,0.146663605,0.168021873,-0.066735004,0.264379423,0.256058872,-0.034399019,0.01660129,0.030718546,0.079868211,0.141740207,0.026133806,0.040751144,0.089712596,0.040495035,-0.058111388,0.028489812,1,0.084035313,0.115151841,0.002976647,0.001360667,-0.012454612,0.0267225,-0.02637968,0.420624423,0.030645137,-0.00342828,0.006353562,0.023329606,0.015956345,0.093234255,0.046919209,0.03333149,0.094946748,0.031978896,,0.018139855,0.002390284,-0.1995669,-0.006406487,0.007446595,0.192009906,0.002901807,-0.006017556,0.003476065,-0.000558981,-0.068298647,0.023530381,-0.031120715,0.018507859,0.022335274,-0.020840038,-0.000557106,-0.003130898,-0.013756635,0.009940194,0.055382735,0.00609353,0.016767228,0.006602905,0.010635551,0.031645146,0.094811743,0.115719825,0.11522407,0.023662227,0.043693437,0.14347622,0.063066816,0.055559961,-0.03389136,-0.014339123,0.057826702,0.035269699,0.000503217,0.162720409,0.044737674,0.107442256,-0.029397855,0.000641726,0.034830037,0.016031791,0.107445986,-0.012081843,0.062645765,0.038300671,0.002650664,0.003592782,0.043189159,0.058170447,0.036061192,0.00729644,0.139236919,0.018050025,0.07564505,-0.023038167,0.14213843,0.142921576,0.011172728,-0.041998526,0.107136663,0.089921971,0.014009605,0.064285568,0.006199249,0.051850665,-0.030429985,0.037161643,-0.012246738,-0.021470986,0.026913467,-0.004735315,0.028084617,0.039452153,0.026942585,0.034374689,0.003317995,0.059900166
R_10,-0.458083318,0.203796278,0.205423406,-0.336311055,0.675458156,0.189970988,0.229949133,0.300903726,0.243341685,0.261801079,0.647302239,0.351811877,-0.152946449,-0.046965592,0.370295687,0.164369731,-0.136915034,0.477909601,-0.027954398,-0.039019146,0.310706871,0.184802847,-0.043026677,-0.146575645,0.387505515,0.236475972,-0.160566579,-0.316713092,-0.027669451,0.320386759,0.017291223,0.190981171,-0.076743989,-0.122875026,0.409965842,0.193476461,-0.016158042,-0.111348189,0.445272478,-0.077947081,-0.022326431,0.410838577,0.45138585,0.029058899,0.039955215,0.120394323,-0.152401725,0.402420756,-0.000653552,-0.052722946,-0.223287749,0.035026237,0.072061306,0.037880374,0.261316017,0.250085131,-0.353233287,0.266692388,-0.013229582,0.266083058,-0.073487776,-0.001948017,0.190577595,-0.097654657,0.058938206,0.004799274,0.271150787,0.352737398,-0.052064496,0.17554173,0.140078636,0.317831468,-0.024105853,0.109233991,0.472631069,0.477956777,-0.086235627,0.129820405,0.134722818,-0.228814973,0.096471591,0.015191274,0.738461773,0.179512174,0.446319919,-0.01337236,0.052422487,0.084035313,1,0.140177006,0.002230816,0.238077668,0.01143086,0.028287933,-0.138667977,0.253022274,0.304023777,0.056632951,0.04739798,0.254993027,0.330860085,0.191029914,0.036651707,0.283008419,-0.012550663,-0.037929084,,0.223499637,0.001560907,0.107351408,-0.113669589,0.011695268,0.143343885,0.07563654,0.110685127,0.210132823,0.126038969,-0.321513531,0.289863154,0.123192906,0.013484387,-0.073945322,-0.093797382,-0.021251228,-0.045046187,0.21304686,0.111175213,-0.039282351,0.093633658,0.109440932,0.091667504,-0.360005961,-0.025991218,0.035748052,0.097272178,0.097051576,0.009824689,-0.002831707,0.099578624,0.001779448,0.206222895,0.161313927,-0.213819711,0.272842305,0.030234628,-0.00996016,0.068206,0.042309283,0.000760131,-0.200124327,0.009691957,-0.063062719,0.087179866,-0.082751625,-0.094951906,-0.014574729,-0.059463727,-0.088687469,-0.087460429,0.11167448,-0.073003008,-0.071714672,0.038661728,0.063359817,0.048294298,-0.012092348,-0.118845097,-0.084998963,-0.053630989,0.08060461,-0.076863195,0.15572249,0.173398682,-0.009679848,0.13128123,0.00470329,-0.108685879,0.006337218,0.046718435,-0.012057545,-0.025914829,0.10129907,0.091946672,0.099468684,-0.012336206,0.101357338,0.006918672,0.092425796,0.402962936
R_11,-0.209871954,-0.004046912,0.035558893,-0.108366379,0.136595601,0.147868621,-0.016795286,0.022434699,0.154027083,0.41740145,0.142905857,0.047663808,-0.196139217,-0.044322253,0.017423429,0.160083582,-0.150494677,0.138633723,-0.012158898,-0.013357501,0.053939329,0.216954916,-0.039120205,-0.108294835,0.136318003,0.50676801,-0.138287088,-0.120560255,-0.009419415,-0.0392964,-0.002254361,0.027402038,0.020374279,0.021500113,0.016006779,0.163121593,-0.016456572,-0.093565337,0.079403056,-0.085296849,-0.020545141,0.022150156,0.168070564,0.039567746,-0.023333313,0.133036454,-0.097769941,0.146685907,-0.026126358,-0.075828911,-0.151953905,0.058956295,-0.007617062,-0.000505039,0.037101109,0.06851096,-0.137877736,0.038338971,-0.028841254,0.008443717,-0.14238119,0.000301153,0.00265934,-0.060354713,0.046003982,0.00131266,0.043268757,0.13541657,-0.043803135,-0.007403562,0.12262976,0.047143084,-0.080307599,0.227877071,0.183155946,0.184134836,-0.05006498,0.015517245,-0.001949876,-0.183990449,-0.000111078,-0.00581824,0.066481325,0.208748284,0.035351038,-0.079584514,0.034920042,0.115151841,0.140177006,1,0.000713612,-0.027520844,-0.027486047,0.018980631,-0.01553885,0.016763205,0.009662269,0.043675061,-0.008383218,0.088494055,-0.000255123,0.488656498,0.011397482,0.060513058,-0.0204607,-0.032368675,,0.003135407,-0.000199297,0.020433853,-0.02089662,0.019423051,-0.010335065,-0.006726158,0.068472472,0.001879161,0.079371116,-0.104581766,-0.003685449,-0.012443006,0.005987753,-0.058621535,-0.080107936,-0.017120648,-0.042658863,0.00756773,0.016485809,-0.037313929,0.033306914,0.015249082,0.030837926,-0.075120975,-0.025330057,0.02973177,0.151340709,0.148988348,-0.113807728,-0.000673081,0.167125127,0.024440505,0.033596895,0.099114125,-0.208253433,0.048535992,0.099852661,-0.01101147,0.061815259,0.065406355,0.014940197,0.012893453,0.000432353,0.031580838,0.104607678,-0.101008641,-0.107075667,-0.114539749,-0.096203079,-0.095130812,-0.092829007,0.122041112,-0.078951007,-0.068989781,0.064132533,0.076268942,0.080270688,-0.050353848,-0.094679718,-0.053453799,-0.026907898,0.01414294,-0.081347496,0.161377097,0.186325064,-0.149132761,0.089152434,0.025013218,-0.054035929,0.041107043,0.12382512,0.007254608,-0.020157159,0.065816994,0.063190814,0.064427672,-0.031669623,0.065857003,0.000922126,0.050480726,0.223638824
B_27,-0.005013241,0.034391049,-0.001554747,-0.001705926,0.007453742,0.001965234,0.03159862,0.001994555,0.003156221,0.004215586,0.000457777,0.011332399,0.000716824,0.012215829,0.013392952,0.005286068,0.000698485,0.00348839,0.004166461,-0.001930038,-0.002776114,-0.000589768,0.000373613,0.000762093,-0.002130471,0.004428766,0.001617641,-0.004513901,0.00225226,-0.001564788,0.03143259,-0.001078676,-0.003387234,-0.034021763,0.004053453,0.005396247,0.028376925,0.002899133,0.003221113,0.004432915,0.053056646,0.002216237,0.000406198,0.010248324,0.080937753,0.000249696,0.007476909,0.003940723,0.090203603,0.009043855,0.001280311,0.001154478,0.000276924,0.018026663,-0.000323775,0.002984575,-0.005358403,-0.001746611,0.000708957,0.001163801,-0.003858204,0.003833887,0.000779337,0.010307322,0.00228667,0.008805949,0.000612869,0.00146663,-0.001262907,-0.000841199,-0.002661919,-0.002368591,0.081162502,-0.000404167,-2.71E-05,-0.000139451,0.003184078,0.015850167,0.005375095,0.002590733,0.000968951,0.224104044,0.001912705,0.000667132,0.004416451,-0.006619174,0.003844331,0.002976647,0.002230816,0.000713612,1,1.47E-06,0.009548846,0.003509225,-0.016198301,0.046839937,7.94E-06,0.005168851,0.00114978,0.004220927,5.26E-05,0.002596771,0.040979398,-0.000801616,0.023029892,0.003842626,,-0.002134483,0.001821282,-0.089163898,-0.017877184,0.002118103,0.00280832,0.000415191,0.001318111,-5.83E-05,0.002290629,-0.004403133,0.001738103,0.001155704,0.002457364,0.002937857,0.000995476,-0.000895566,-0.001599882,-0.000288588,0.014109311,0.015526981,-0.002539303,0.007900618,-0.00234803,0.001069758,0.019927711,0.003234414,0.00434168,0.004308442,0.001696579,-0.002679194,0.008589364,-0.000181331,-0.001535168,-0.001912455,-0.000154772,-0.000161175,0.002333549,0.001411059,0.011452615,-0.003313529,0.012671652,-0.017423248,0.001080173,0.002090885,0.002939596,0.000520061,-0.003050781,-0.002037955,-0.001332874,-0.00276827,-0.002825646,0.001023179,0.000143113,-0.000909147,9.08E-06,0.004792453,0.000828161,0.001886264,-0.000367707,0.00122976,-0.000175577,0.012422031,0.004634727,-0.000647661,0.000761413,0.002809888,0.000488737,-0.001251515,-0.015034591,0.005111674,-0.006380388,0.002169942,0.005078871,-0.001176115,-0.001832014,-0.001117786,0.002922808,-0.00120212,0.001139174,-0.000713133,0.010307344
D_81,-0.354258516,0.170236961,0.081962266,-0.166698755,0.495628387,0.08620799,0.251044029,0.149064957,0.104229578,0.077083003,0.199548471,0.185865764,-0.044212903,-0.026645824,0.634594427,-0.108671304,-0.037060344,0.245832967,-0.015197348,-0.022443485,0.222114018,0.052714213,-0.025098998,-0.086653187,0.175869518,0.036924365,-0.064579535,-0.261391056,-0.01361218,0.706188784,-0.006112583,0.072858934,-0.043309036,-0.200966658,0.602972708,0.07994088,-0.010465697,-0.070429457,0.222084532,-0.04231944,-0.017708071,0.578965941,0.222499565,0.003428237,0.002867805,0.05853233,-0.079893227,0.209756139,-0.007201066,-0.027087591,-0.115138878,0.002254228,0.058925371,0.057505454,0.158211776,0.111982115,-0.179993399,0.11850819,-0.003880888,0.163435871,0.002857608,-0.015162561,0.36868575,-0.06324067,0.009422083,0.004140725,0.108532593,0.155119665,-0.020879712,0.661888078,0.077862351,0.223474755,-0.044707845,-0.019787254,0.226579813,0.228909794,-0.046164006,0.122358199,0.244703757,-0.108395354,0.022099716,0.007831974,0.322621497,0.064594172,0.441853657,0.090102061,0.007970556,0.001360667,0.238077668,-0.027520844,1.47E-06,1,0.012690129,-0.000216538,-0.131154721,0.114049532,0.517883712,0.050716475,0.14872345,0.225570634,0.736193771,0.030057363,0.008270649,0.109524052,-0.011504867,-0.021603736,,0.514054025,0.025682072,0.122589962,-0.094987891,0.000151682,0.04804751,0.077078589,0.02683488,0.601144898,0.032790433,-0.165152073,0.698407054,0.230531654,0.001649953,-0.037230495,-0.044897444,-0.007193422,-0.019816537,0.556119841,0.096340269,-0.02365259,0.042176373,0.079008468,0.039721458,-0.192430087,-0.015677873,0.029615562,0.042473969,0.043040953,0.044995633,-0.007159733,0.042298455,-0.008097832,0.082871591,0.113387425,-0.104282276,0.155686779,-0.001518502,-0.004564918,-0.009035601,0.02422498,-0.024355714,-0.197157186,0.016972174,-0.055955642,0.022543221,-0.002713035,-0.038025951,0.047342239,-0.027340576,-0.027312306,-0.02704925,0.058568621,-0.007608807,-0.031515151,0.011460716,0.040279388,0.017454374,0.027434639,-0.057158433,-0.016450798,-0.009414939,0.090484329,-0.039078631,0.077285589,0.064022582,0.039116526,0.057741568,-0.005139798,-0.070923653,-0.012360019,-0.020730829,-0.003346221,0.015459128,0.065633369,0.041693791,0.065571832,0.036736172,0.065665752,0.010283182,0.068080908,0.208612512
D_82,-0.051399755,0.178164624,-0.046043273,0.032144987,0.030722775,0.033871298,0.07537257,0.001684238,0.156336166,-0.004378632,0.028578402,0.045125302,0.127180049,0.074401741,0.023893671,-0.00719176,0.04905805,0.071478472,0.027334008,-0.004984842,-0.037178494,-0.059206881,0.008296014,0.071527928,-0.134028092,-0.000484897,0.02561962,-0.007917882,0.005731603,0.015676022,0.0779633,-0.033865938,-0.193946499,-0.061805451,0.014392293,0.10233361,0.038886858,0.172790274,0.055928776,0.043763704,0.060477852,0.012776932,0.032325072,0.015620958,0.11735512,-0.087210334,0.124675555,0.061683826,0.148236855,0.154975125,-0.023206724,-0.177529671,-0.005117908,0.034207228,0.008529515,0.074941129,-0.052253012,-0.130624328,-0.007269043,0.034461595,-0.002009454,0.090147859,-0.023381988,0.247600852,-0.022261233,0.003142373,0.073066914,0.0079514,0.063700923,0.011127805,-0.091831185,-0.028089496,-0.012013553,0.010776309,0.027557495,0.03437196,0.02163427,0.041009897,0.016566991,-0.007939516,-0.078160116,0.039632952,0.005848251,0.015046914,0.016169419,-0.047366509,-0.003407037,-0.012454612,0.01143086,-0.027486047,0.009548846,0.012690129,1,0.023176971,-0.050037785,0.10767674,0.009443649,0.023869807,0.006334009,0.015506843,0.011492827,-0.001693082,0.028288782,-0.126962037,0.067880368,0.068757808,,0.00528424,-0.003661202,-0.152086681,-0.026269795,-0.00543471,0.047384856,-0.111642158,-0.035948176,0.008718609,-0.029534366,-0.048081512,0.006039003,0.001873607,0.007958102,0.081857148,0.085228065,0.005560239,0.065488524,0.002489189,0.03445479,0.100888305,0.141151315,0.015540826,0.160756357,0.061086669,0.065387593,0.023396734,0.031769054,0.031808816,0.022888305,0.00775878,0.038828875,0.016032029,-0.046998013,0.037603212,0.002648712,-0.021685669,0.141438074,-0.012666395,-0.01658864,-0.001028003,-0.068371576,-0.111825874,0.003780315,0.09914956,-0.016183138,-0.003734486,0.02268012,-0.027476964,0.003465691,0.020537165,0.020790309,-0.012051587,0.030735246,0.012381283,0.001437571,0.016075485,-0.003713794,0.003488417,0.061476038,0.006261608,0.017401578,0.023043394,0.042989794,0.014527428,0.013515042,0.015580833,0.009303214,-0.013346567,-0.228542553,0.011037185,0.144921489,-0.033626615,-0.054235514,0.010806508,-0.000723838,0.011140661,0.016948596,0.010751353,0.006736919,0.003925212,0.021555563
